Order ID,Product ID,Unit quantity,Weight
1447170789.7,1697317,2972,508.68
1447254058.7,1697317,2069,348.12
1447316596.7,1697317,2233,404.8
1447381635.7,1697317,2088,353.12
1447178728.7,1696798,2665,417.92
1447202432.7,1696798,1961,308.36
1447138902.7,1696798,2974,524.16
1447296448.7,1696798,2322,397.6
1447296450.7,1696798,950,132.56
1447358735.7,1696798,1942,292.36
1447202424.7,1696798,352,19.08
1447143195.7,1696798,1208,176.72
1447202192.7,1696798,2117,293.44
1447211521.7,1696798,2087,341.44
1447158024.7,1696798,3927,608.88
1447352431.7,1696798,4090,641.04
1447155057.7,1696798,3851,704.88
1447170793.7,1696798,3927,619.88
1447191282.7,1696798,3845,676.88
1447306622.7,1699333,1529,3.00825142725
1447306541.7,1699268,1495,2.65335969889352
1447392840.7,1699268,899,1.32667984944676
1447306543.7,1699268,1437,2.65335969889352
1447189595.7,1699584,1914,5.94
1447189594.7,1699584,1956,5.94
1447189593.7,1699584,1964,5.94
1447405923.7,1699584,1961,5.94
1447306544.7,1699584,3624,11.82
1447182454.7,1699562,4802,8.89232813360431
1447320769.7,1699562,4871,8.89232813360431
1447316999.7,1699562,1768,2.9641093778681
1447320723.7,1699564,10054,8.93193114436675
1447306567.7,1699564,14988,13.3978967165501
1447306637.7,1699564,10079,8.93193114436675
1447399896.7,1699561,12802,10.8954651988281
1447306540.7,1699561,5308,4.35818607953125
1447306621.7,1699561,10309,8.7163721590625
1447320841.7,1699561,10235,8.7163721590625
1447399894.7,1699561,10295,8.7163721590625
1447320823.7,1699793,1910,5.92
1447418500.7,1700980,2840,5.76
1447379297.7,1699792,12737,9.30225411425535
1447269468.7,1699792,42789,28.6276639884682
1447379325.7,1699792,7821,5.58135246855321
1447269470.7,1699792,20304,13.8836065828086
1447182453.7,1699792,15243,11.1627049371064
1447379201.7,1699792,10279,7.44180329140428
1447344845.7,1699314,1156,6.44666666666667
1447412852.7,1699314,1233,6.44
1447313126.7,1699314,1196,6.4
1447320655.7,1699315,19176,51.9797660839383
1447269469.7,1699315,5648,16.7085045954109
1447182458.7,1699312,3905,9.471312
1447182460.7,1699795,6662,13.3313463882912
1447410408.7,1699795,13116,30.6626927765823
1447306545.7,1699795,1847,3.58283659707279
1447403803.7,1699795,6694,13.3313463882912
1447392326.7,1699795,3505,7.16567319414558
1447392328.7,1699795,6652,14.3313463882912
1447392327.7,1699795,5125,10.7485097912184
1447320842.7,1699797,5966,8.19993052274901
1447379298.7,1699797,4060,5.46662034849934
1447399895.7,1699797,11655,17.399861045498
1447355125.7,1699797,6010,8.19993052274901
1447379324.7,1699797,7920,11.9332406969987
1447182474.7,1699371,6005,5.89770680045902
1447182478.7,1699371,2249,1.96590226681967
1447320824.7,1699836,12243,118.74
1447405962.7,1699836,3864,33.86
1447320801.7,1699329,8665,45.1932847197321
1447306592.7,1699329,858,3.15666319426658
1447306624.7,1699329,2677,13.6266527770663
1447405947.7,1699329,854,3.15666319426658
1447182481.7,1699327,926,2.69747769315976
1447405954.7,1699623,10531,39.1806515399841
1447325921.7,1699625,12240,46.2910961650617
1447182468.7,1699625,840,2.11455480825308
1447392875.7,1699625,9288,34.7183221237963
1447325913.7,1699625,844,2.11455480825308
1447325915.7,1699625,15926,56.9784250145802
1447269586.7,1699248,1445,3.98700572334211
1447182480.7,1699248,3291,9.96751430835526
1447406046.7,1699248,3250,9.96751430835526
1447242978.7,1699416,4500,12.7919748396609
1447340137.7,1699416,5049,15.7622569596124
1447252496.7,1699416,2682,7.88112847980622
1447340136.7,1699416,5088,15.7622569596124
1447182463.7,1699418,14093,48.3033653173361
1447405955.7,1699418,890,1.92623327466678
1447405945.7,1699419,5092,13.1548605160533
1447365154.7,1699419,2708,7.07743025802667
1447405961.7,1699419,7494,23.23229077408
1447316992.7,1699419,2704,7.07743025802667
1447340135.7,1699419,9853,29.3097210321067
1447331105.7,1699419,12895,39.15650885464
1447182476.7,1699419,5075,15.1548605160533
1447325826.7,1699419,897,1.76935756450667
1447325825.7,1699419,2700,7.07743025802667
1447320840.7,1699417,10274,22.5884984420064
1447399893.7,1699417,10333,21.5884984420064
1447405986.7,1699417,7282,16.5119489094045
1447320770.7,1699417,4314,9.43539937680256
1447182455.7,1699417,5323,12.7942492210032
1447320771.7,1699417,3318,7.07654953260192
1447327175.7,1699378,3324,5.33898199495833
1447386265.7,1699378,12256,23.3559279798333
1447306631.7,1699553,678,1.74085890193806
1447392847.7,1699553,703,1.74085890193806
1447182465.7,1699553,680,1.74085890193806
1447254154.7,1699557,1141,3.04593928531439
1447392831.7,1699557,1530,4.56890892797158
1447316603.7,1699557,1107,3.04593928531439
1447182472.7,1699557,1089,3.04593928531439
1447392845.7,1699557,1081,3.04593928531439
1447182473.7,1699555,1144,2.91098072112042
1447241593.7,1699555,1094,2.91098072112042
1447392846.7,1699555,1137,2.91098072112042
1447392832.7,1699555,1145,2.91098072112042
1447182479.7,1699555,674,1.45549036056021
1447405933.7,1699555,660,1.45549036056021
1447182470.7,1699555,1949,5.82196144224085
1447344844.7,1699310,1164,6.56666666666667
1447412851.7,1699310,1176,6.56
1447182467.7,1699311,5666,41.2
1447182457.7,1699311,2971,20.58
1447313124.7,1699310,1198,6.48
1447405946.7,1699265,1279,4.64379275084
1447344843.7,1699526,1905,6.44
1447182466.7,1699525,6697,25.6
1447313123.7,1699526,1882,6.4
1447182456.7,1699525,1895,6.38
1447313125.7,1699700,5250,3.94
1447306598.7,1699022,10278,35.52
1447306597.7,1699674,7449,21.502451128
1447343377.7,1699674,3000,8.438419173
1447306539.7,1699345,1323,2.98501380756528
1447306542.7,1699345,1271,2.98501380756528
1447350175.7,1699345,1327,2.98501380756528
1447397993.7,1699345,2278,5.97002761513057
1447231067.7,1699540,5120,8.61524760067408
1447306538.7,1699540,5033,8.61524760067408
1447355121.7,1699540,1846,2.87174920022469
1447240887.7,1699540,9888,18.2304952013482
1447364831.7,1699540,3462,5.74349840044939
1447240888.7,1699540,5123,8.61524760067408
1447306546.7,1699368,1873,1.93052209114754
1447372031.7,1699368,1932,1.93052209114754
1447298090.7,1699368,5128,5.79156627344262
1447182461.7,1699368,5066,5.79156627344262
1447320772.7,1699368,1870,1.93052209114754
1447405932.7,1699368,13048,15.4441767291803
1447182477.7,1699368,1912,1.93052209114754
1447182469.7,1699372,1128,0.789763276619048
1447387681.7,1699372,1930,1.5795265532381
1447182464.7,1699220,1931,0.075121356
1447405924.7,1699575,41852,107.523636363636
1447320724.7,1699575,26302,67.5772727272727
1447286436.7,1699575,26242,63.04
1447189587.7,1699537,4832,11.719875852973
1447231070.7,1699537,1183,2.14397517059459
1447182462.7,1699537,1142,2.14397517059459
1447337604.7,1699537,7505,17.1518013647568
1447344824.7,1699537,3921,8.57590068237838
1447182452.7,1699574,10372,17.6565083253149
1447327229.7,1699574,3658,5.55216944177163
1447182471.7,1699576,5446,6.31431390800249
1447182475.7,1699576,5502,6.31431390800249
1447377330.7,1699567,22787,19.4907884103921
1447306549.7,1699567,5330,4.10906409119824
1447320800.7,1699567,10296,8.21812818239648
1447377331.7,1699567,10266,8.21812818239648
1447286433.7,1699567,10240,8.21812818239648
1447286432.7,1699567,22789,18.4907884103921
1447366429.7,1699567,2794,2.05453204559912
1447320822.7,1699841,1942,2.87319940102689
1447405948.7,1699841,8695,15.3659970051344
1447182451.7,1699841,3654,5.74639880205378
1447306623.7,1699841,3667,5.74639880205378
1447262011.7,1658528,304,0.573273738940071
1447308834.7,1699166,581,3.44
1447261866.7,1699591,4118,11.2451304322987
1447201700.7,1699591,5098,14.0564130403733
1447356152.7,1699591,5054,15.0564130403733
1447338331.7,1699465,3836,4.94394519227799
1447308149.7,1699465,2031,2.471972596139
1447335436.7,1699465,2026,2.471972596139
1447262049.7,1629341,660,5.77545454545455
1447261868.7,1699242,841,1.77923094
1447404339.7,1699242,891,1.77923094
1447323413.7,1699242,895,1.77923094
1447384150.7,1699242,870,1.77923094
1447221633.7,1699242,857,1.77923094
1447340632.7,1699242,844,1.77923094
1447184595.7,1699242,853,1.77923094
1447278499.7,1699799,2819,2.09579589426761
1447386296.7,1699799,2745,2.09579589426761
1447182391.7,1699799,2816,2.09579589426761
1447309254.7,1699552,463,0.59012130685343
1447396766.7,1699552,2386,6.04514509459611
1447352018.7,1699552,754,1.20902901891922
1447352020.7,1699552,1500,3.62708705675767
1447379196.7,1699552,1539,3.62708705675767
1447359554.7,1699552,1174,2.41805803783844
1447178243.7,1699552,7440,19.5534933216268
1447317147.7,1699552,1507,3.62708705675767
1447359553.7,1699552,2372,6.04514509459611
1447352021.7,1699552,2782,7.25417411351533
1447352017.7,1699552,1976,4.83611607567689
1447352019.7,1699552,1097,2.41805803783844
1447205761.7,1693117,325,1.20774193548387
1447205762.7,1693117,333,2.2
1447370681.7,1699172,1191,11.5
1447372962.7,1699173,1446,14.94
1447182402.7,1699173,604,3.42
1447234948.7,1699184,1314,6.37333333333333
1447178061.7,1699184,1296,6.37333333333333
1447388728.7,1699184,1318,6.28
1447392216.7,1699353,1495,6.20756228215385
1447193186.7,1699298,4258,12.5939751058451
1447353694.7,1699345,1284,2.98501380756528
1447352523.7,1699540,3532,5.74349840044939
1447182397.7,1699540,1837,2.87174920022469
1447278496.7,1699540,8251,15.3587460011235
1447255583.7,1699540,3461,5.74349840044939
1447332135.7,1699540,3522,5.74349840044939
1447366886.7,1699540,3440,5.74349840044939
1447234949.7,1699540,1892,2.87174920022469
1447213260.7,1699368,5074,5.79156627344262
1447201701.7,1699697,2813,1.65393687192493
1447201699.7,1699697,5296,3.30787374384985
1447182393.7,1698924,8340,22.6124482408
1447178242.7,1698924,12917,38.2860305968
1447182392.7,1698997,10256,0.368850614102564
1447362578.7,1698997,14248,0.51639085974359
1447410883.7,1650905,638,6.43657142857143
1447373505.7,1620510,419,2.35288683602771
1447393108.7,1620510,374,3.5
1447205897.7,1658532,305,0.819272961927296
1447261156.7,1658532,268,0.409636480963648
1447283771.7,1658532,336,0.819272961927296
1447216709.7,1658532,319,0.819272961927296
1447302785.7,1658532,361,0.819272961927296
1447283726.7,1658532,383,1.22890944289094
1447373432.7,1658532,308,0.819272961927296
1447389130.7,1658532,327,0.819272961927296
1447208345.7,1658532,324,0.204818240481824
1447266882.7,1658532,344,1.22890944289094
1447373502.7,1658528,303,0.286636869470035
1447401849.7,1658528,353,0.286636869470035
1447373490.7,1658528,644,4.08
1447373509.7,1649008,423,1.29769911504425
1447305017.7,1696757,299,2.17728459738961
1447373480.7,1696757,301,2.17728459738961
1447305016.7,1696757,377,4.42714534802554
1447373452.7,1696757,308,2.17728459738961
1447186294.7,1696758,244,0.0599724656602772
1447201981.7,1696758,312,0.179917396980831
1447219346.7,1696758,340,2.33892616075081
1447186298.7,1696758,304,0.119944931320554
1447186295.7,1696758,333,0.299862328301386
1447201982.7,1696758,340,1.19944931320554
1447201984.7,1696758,263,1.13947684754527
1447219347.7,1696758,397,9.59559450564434
1447302856.7,1696746,276,0.530331806130046
1447373487.7,1696746,243,0.265165903065023
1447399141.7,1696746,291,0.0883886343550078
1447373486.7,1696746,302,0.220971585887519
1447399140.7,1696746,307,0.530331806130046
1447373485.7,1696746,313,2.82843629936025
1447373463.7,1696746,339,0.486137488952543
1447219343.7,1696748,291,0.0717010634750203
1447373479.7,1696748,337,0.358505317375102
1447373478.7,1696748,301,1.43402126950041
1447305010.7,1696748,317,0.358505317375102
1447402614.7,1700382,254,2.91061371841155
1447402564.7,1700382,339,2.91061371841155
1447402565.7,1700382,270,5.96
1447312217.7,1676566,288,0.104953762936315
1447309076.7,1675654,434,0.945155161494617
1447403221.7,1696074,257,0.177582968432347
1447403220.7,1696074,513,1.82022542643155
1447373475.7,1696073,335,0.0129759203866369
1447179685.7,1676853,268,0.00264162544695483
1447373460.7,1685214,341,0.255
1447373420.7,1668612,313,0.372274881516588
1447306773.7,1668612,303,1.78691943127962
1447309550.7,1668612,333,2.68037914691943
1447390884.7,1668612,316,0.893459715639811
1447375214.7,1668612,296,0.372274881516588
1447301466.7,1668612,374,1.78691943127962
1447229097.7,1668607,237,0.101466544454629
1447392970.7,1700094,266,0.189050715214564
1447373491.7,1700094,247,0.44111833550065
1447390898.7,1700094,321,0.126033810143043
1447390907.7,1700097,292,0.067020725388601
1447367646.7,1689298,249,0.105125161950125
1447375239.7,1651302,366,0.663960439884862
1447312216.7,1651302,321,0.132792087976972
1447312215.7,1651302,335,0.298782197948188
1447188611.7,1651302,346,0.132792087976972
1447401850.7,1651302,272,0.112873274780427
1447309075.7,1651302,479,1.32792087976972
1447373504.7,1651302,880,3.5
1447390889.7,1651299,424,0.486766750831035
1447390888.7,1651299,618,0.870095567110476
1447309593.7,1651299,327,0.121691687707759
1447410882.7,1651299,541,0.894433904652028
1447390890.7,1651299,600,0.870095567110476
1447410884.7,1651299,239,0.00608458438538794
1447241520.7,1684170,291,2.3184632522602
1447241522.7,1684170,307,2.75317511205898
1447241521.7,1684170,282,0.0724519766331312
1447194397.7,1684170,274,2.3184632522602
1447312471.7,1684170,332,1.81129941582828
1447312470.7,1684170,276,1.01432767286384
1447312469.7,1684170,292,2.3184632522602
1447373501.7,1688600,270,3.2360248447205
1447305238.7,1688600,251,1.9416149068323
1447194398.7,1689541,319,0.437569513406157
1447261163.7,1689541,280,2.04199106256206
1447219337.7,1688629,247,0.179365310678281
1447373477.7,1689785,291,0.818904958492704
1447373500.7,1689785,297,0.818904958492704
1447309594.7,1689546,414,7.66254416430148
1447211155.7,1689551,285,0.149271623992235
1447394301.7,1672706,241,0.565122210414453
1447403134.7,1672706,317,0.659309245483528
1447403222.7,1672706,240,0.565122210414453
1447373498.7,1672706,315,0.659309245483528
1447266969.7,1674853,292,3.66658753709199
1447373520.7,1674853,362,3.75388724035608
1447304794.7,1674853,286,4.10308605341246
1447304800.7,1674853,322,4.10308605341246
1447312468.7,1674853,280,0.0872997032640949
1447373518.7,1674853,352,2.26979228486647
1447228999.7,1674853,376,4.80148367952522
1447229003.7,1674853,280,2.09519287833828
1447304799.7,1674853,287,1.83329376854599
1447373519.7,1674853,290,3.75388724035608
1447261171.7,1674853,318,2.53169139465875
1447229002.7,1674853,315,4.10308605341246
1447304793.7,1674853,315,3.75388724035608
1447373516.7,1674853,344,3.84118694362018
1447373517.7,1674853,371,4.10308605341246
1447304796.7,1674853,322,3.92848664688427
1447229001.7,1674853,289,0.34919881305638
1447373515.7,1674853,369,3.84118694362018
1447229004.7,1674853,293,0.0872997032640949
1447304795.7,1674853,307,3.75388724035608
1447194396.7,1674853,298,0.0872997032640949
1447229000.7,1674853,311,5.1506824925816
1447373461.7,1672713,256,0.860171919770774
1447194393.7,1672713,344,0.860171919770774
1447194395.7,1672713,314,0.430085959885387
1447194394.7,1672713,302,0.430085959885387
1447304797.7,1674853,378,6.8
1447304798.7,1674853,419,7.42
1447373476.7,1672722,326,0.843217840493889
1447305015.7,1672722,319,0.766561673176263
1447373462.7,1682739,281,1.48158156911582
1447390897.7,1682832,328,0.35612900734647
1447373499.7,1682805,316,4.29574873997829
1447389208.7,1682805,403,8.59149747995657
1447219335.7,1682757,323,1.00229470222428
1447261162.7,1682757,361,6.18081733038305
1447219334.7,1682757,367,3.17393322371022
1447241516.7,1682763,301,3.79586913354875
1447241517.7,1682763,317,1.48534009573647
1447398964.7,1682835,316,4.93526368610265
1447373492.7,1689145,299,0.0572307097807036
1447373511.7,1660579,372,4.51953329958215
1447281462.7,1660579,289,0.90390665991643
1447187563.7,1669702,910,13.68
1447261158.7,1669702,1138,17.86
1447227121.7,1687661,460,3.224
1447212628.7,1687346,327,0.083485508841441
1447227123.7,1687346,406,1.66971017682882
1447390891.7,1687346,273,0.146099640472522
1447393109.7,1669409,545,2.65647820522472
1447323824.7,1669409,1263,8.06
1447373482.7,1651126,287,2.64766666666667
1447373508.7,1657064,355,0.465487313262203
1447373468.7,1668545,329,0.73960623461854
1447227122.7,1668545,314,0.211316067033869
1447261157.7,1668545,874,5.1
1447227124.7,1668547,395,0.637314469566133
1447179660.7,1696488,316,0.0407446808510638
1447313160.7,1662317,297,1.03136690647482
1447373424.7,1663337,280,1.65582606953211
1447373448.7,1663347,306,2.80120717781403
1447373458.7,1672085,352,5.6672692544863
1447373456.7,1672085,335,1.41681731362157
1447240821.7,1672085,334,2.83363462724315
1447373457.7,1672085,348,2.83363462724315
1447373459.7,1672085,350,2.83363462724315
1447305225.7,1672085,324,6.8
1447373521.7,1672091,389,11.4927228356246
1447373522.7,1672091,275,5.24636141781228
1447308929.7,1672091,297,7.86954212671842
1447261159.7,1672034,256,2.22986719380332
1447241508.7,1672034,278,1.78389375504266
1447241510.7,1672034,326,0.222986719380332
1447373513.7,1672034,325,3.34480079070499
1447261160.7,1672034,261,2.00688047442299
1447241506.7,1672034,244,0.111493359690166
1447241512.7,1672034,308,1.11493359690166
1447261161.7,1672034,264,0.222986719380332
1447214658.7,1696654,313,0.347022950874996
1447219886.7,1697072,262,0.0309106385565976
1447187236.7,1697086,279,0.0159169428757105
1447281390.7,1677884,276,0.176849887055924
1447281389.7,1677884,339,0.212219864467109
1447373493.7,1677889,240,0.0173490586987096
1447373465.7,1677889,281,0.0578301956623652
1447191648.7,1677889,289,0.0578301956623652
1447390896.7,1677878,795,1.85906465699394
1447373503.7,1677878,290,0.0743625862797575
1447410716.7,1666954,356,0.507821481873767
1447229202.7,1666954,319,0.192148668817101
1447207593.7,1666954,239,0.068624524577536
1447373494.7,1666954,2561,24.2
1447391441.7,1660551,381,8.40555004955401
1447373488.7,1660551,314,1.200792864222
1447373510.7,1660551,323,1.200792864222
1447373489.7,1660551,249,1.200792864222
1447373512.7,1682982,320,2.18
1447211433.7,1682983,301,0.0503731048475964
1447362502.7,1684560,9286,4.01157920656839
1447273022.7,1684560,6288,2.67438613771226
1447327827.7,1684560,18297,8.02315841313677
1447350149.7,1684560,18328,8.02315841313677
1447209353.7,1684560,12331,5.34877227542452
1447273037.7,1684560,15331,6.68596534428064
1447156285.7,1684560,18264,8.02315841313677
1447207800.7,1684560,6253,2.67438613771226
1447353639.7,1684560,6285,2.67438613771226
1447172089.7,1684560,18329,8.02315841313677
1447203521.7,1684560,12333,5.34877227542452
1447353623.7,1684560,3273,1.33719306885613
1447384076.7,1684560,3254,1.33719306885613
1447331097.7,1684560,3261,1.33719306885613
1447172060.7,1684560,9286,4.01157920656839
1447289952.7,1684560,3313,1.33719306885613
1447310382.7,1684560,12251,5.34877227542452
1447152286.7,1684560,3278,1.33719306885613
1447207801.7,1684560,6301,2.67438613771226
1447269303.7,1684560,15268,6.68596534428064
1447269277.7,1684560,6265,2.67438613771226
1447172087.7,1684560,18308,8.02315841313677
1447269268.7,1684560,6293,2.67438613771226
1447201493.7,1684560,6277,2.67438613771226
1447272972.7,1684560,6267,2.67438613771226
1447286376.7,1684560,12279,5.34877227542452
1447384051.7,1684560,6233,2.67438613771226
1447201523.7,1684560,6284,2.67438613771226
1447384054.7,1684560,18331,8.02315841313677
1447310389.7,1684560,12326,5.34877227542452
1447221386.7,1684560,3319,1.33719306885613
1447207819.7,1684560,6309,2.67438613771226
1447201516.7,1684560,15263,6.68596534428064
1447353628.7,1684560,6265,2.67438613771226
1447269352.7,1684560,18240,8.02315841313677
1447286291.7,1684560,6301,2.67438613771226
1447172040.7,1684560,3296,1.33719306885613
1447156282.7,1684560,3268,1.33719306885613
1447272983.7,1684560,6321,2.67438613771226
1447290013.7,1684560,18264,8.02315841313677
1447162259.7,1684560,15243,6.68596534428064
1447290011.7,1684560,9237,4.01157920656839
1447152288.7,1684560,15301,6.68596534428064
1447201511.7,1684560,6307,2.67438613771226
1447353624.7,1684560,3261,1.33719306885613
1447399904.7,1699676,16240,24.1457457151656
1447335400.7,1699844,1402,74.72
1447311715.7,1699135,1474,14.8
1447322707.7,1699283,2812,12.7630342382742
1447182395.7,1699283,1090,3.92101141275807
1447185193.7,1699283,2853,12.7630342382742
1447182386.7,1699283,1099,3.92101141275807
1447207512.7,1699283,3626,16.6840456510323
1447320601.7,1699283,1941,7.84202282551613
1447182385.7,1699283,1139,3.92101141275807
1447269477.7,1699283,1916,7.84202282551613
1447269479.7,1699283,2002,7.84202282551613
1447399907.7,1699369,1258,2.67278903873837
1447184599.7,1699268,1518,2.65335969889352
1447386505.7,1699268,914,1.32667984944676
1447326638.7,1699268,2648,5.30671939778704
1447184596.7,1699268,1443,2.65335969889352
1447242878.7,1699268,2108,3.98003954834028
1447242877.7,1699268,1454,2.65335969889352
1447320602.7,1699268,909,1.32667984944676
1447286435.7,1699268,909,1.32667984944676
1447286434.7,1699268,904,1.32667984944676
1447378805.7,1699268,3838,7.96007909668056
1447182404.7,1699583,2000,5.97
1447364748.7,1699583,3650,11.94
1447396880.7,1699583,3618,12.94
1447278502.7,1699583,3633,11.94
1447369944.7,1699583,1930,5.96
1447196784.7,1699586,3601,6.56576817961635
1447385926.7,1699586,5305,9.84865226942452
1447405874.7,1699586,1935,3.28288408980817
1447399898.7,1699586,1974,3.28288408980817
1447412841.7,1699562,4838,8.89232813360431
1447385917.7,1699564,44359,43.1936901496504
1447299629.7,1699561,15277,14.0745582385937
1447184610.7,1699561,2806,2.17909303976562
1447231049.7,1699380,2776,3.07139534883721
1447399899.7,1699380,5292,6.14279069767442
1447196786.7,1699380,2787,3.07139534883721
1447182371.7,1699380,2757,3.07139534883721
1447295076.7,1699290,35263,15.84
1447184607.7,1699285,2678,25.54
1447254397.7,1699285,2071,20.14
1447334665.7,1699285,5092,55.02
1447182399.7,1698913,1319,4.87272727272727
1447323147.7,1698913,3242,15.28
1447280405.7,1698913,7288,33.08
1447372038.7,1699246,2012,5.1957541848
1447254396.7,1699591,1216,2.81128260807467
1447305782.7,1699239,2758,2.336889851
1447312168.7,1699792,10307,7.44180329140428
1447329264.7,1699792,100257,76.4180329140428
1447269475.7,1699792,20276,14.8836065828086
1447421843.7,1699315,6583,17.3265886946461
1447421254.7,1699315,2970,7.85425229770547
1447343380.7,1699315,11033,28.4170091908219
1447390883.7,1699315,8367,22.5627568931164
1447242879.7,1699315,15604,48.5074296869977
1447320328.7,1699315,34516,106.487195770936
1447387535.7,1699315,30869,93.0148593739953
1447189599.7,1699318,36233,103.270899252887
1447182387.7,1699241,3842,35.82
1447269473.7,1699241,2060,19.91
1447405841.7,1699241,2118,19.84
1447310422.7,1699241,3834,36.66
1447184602.7,1698988,1162,4.9209422983
1447184601.7,1698977,1164,2.44472427525664
1447372037.7,1698977,673,1.22236213762832
1447372030.7,1699798,1851,3.77705614037265
1447293052.7,1699798,1924,3.80081121043789
1447278506.7,1699794,6688,11.6494734861846
1447182403.7,1699794,3507,6.32473674309232
1447399902.7,1699794,1922,3.16236837154616
1447182405.7,1699794,3515,6.32473674309232
1447364734.7,1699794,5094,9.48710511463847
1447369943.7,1699794,3498,6.32473674309232
1447320650.7,1699836,9886,84.78
1447178351.7,1699836,9894,94.8
1447269474.7,1699836,8054,70.04
1447305205.7,1699836,9903,88.66
1447364746.7,1699329,1440,6.31332638853315
1447196783.7,1699329,3274,16.7833159713329
1447184609.7,1699329,1462,6.31332638853315
1447385925.7,1699329,5040,23.2533055541326
1447399901.7,1699329,1479,6.31332638853315
1447278507.7,1699329,919,3.15666319426658
1447405875.7,1699329,2074,9.46998958279973
1447399897.7,1699325,844,2.55271557480406
1447403211.7,1699249,924,2.52947864891667
1447306816.7,1699249,910,2.52947864891667
1447386266.7,1699249,2081,7.58843594675
1447189598.7,1699249,927,2.52947864891667
1447399900.7,1699689,3242,12.1007702083333
